0.00000,453.15286
0.01093,531.93307
0.02456,611.11111
0.04100,683.80614
0.06000,745.17023
0.08000,788.31888
0.10000,812.43280
0.12000,822.95577
0.14000,823.83381
0.16000,819.64133
0.18000,814.19033
0.20000,809.71962
0.22000,806.54503
0.24000,804.31750
0.26000,803.12373
0.28000,803.16567
0.30000,804.27333
0.32000,805.90915
0.34000,807.76844
0.36000,809.85009
0.38000,812.62455
0.40000,816.09095
0.42000,819.33450
0.44000,821.44272
0.46000,821.87943
0.48000,820.49758
0.50000,817.94279
0.52000,815.16474
0.54000,812.99468
0.56000,811.66650
0.58000,810.69555
0.60000,809.64638
0.62000,808.58172
0.64000,807.63836
0.66000,806.78014
0.68000,805.89594
0.70000,804.90950
0.72000,803.62295
0.74000,801.90617
0.76000,800.35258
0.78000,799.82945
0.80000,800.80848
0.82000,803.10197
0.84000,805.85666
0.86000,807.97696
0.88000,808.63462
0.90000,808.18884
0.92000,807.66774
0.94000,807.72658
0.96000,808.40756
0.98000,809.09567
1.00000,809.75364
1.02000,810.02258
1.04000,809.32433
1.06000,807.96439
1.08000,806.73566
1.10000,806.73987
1.12000,808.10685
1.14000,809.55626
1.16000,810.21981
1.18000,809.78575
1.20000,808.31501
1.22000,805.43260
1.24000,799.46038
1.26000,786.85522
1.28000,766.04357
1.30000,744.21969
